NCT_ID,Brief_Title,Official_Title,Start_Date,Year,Status,Phase,Enrollment,Enrollment_Type,Sponsor_Class,Countries,Subspecialty,Retina_Subtype,Modality,AI_Tag,Was_UpRanked,Source_MeSH,Source_Text
NCT01820065,Long-term Evaluation of Single-piece ACrysof IOL Implantation on Development of Posterior Capsule Opacification,A Long-term Evaluation of Single-piece Hydrophobic Acrylic Intraocular Lens Implantation on the Development of Posterior Capsule Opacification,2005-06-30,2013,COMPLETED,,390.0,ACTUAL,Other,India,Cataract & Lens,Cataract & Lens,Surgical/Interventional,False,False,False,True
NCT01820520,Safety and Efficacy of Double Staining With Brilliant Blue G for Macular Surgery,Safety and Efficacy of Double Staining With Brilliant Blue G for Macular Surgery,2013-01-31,2013,TERMINATED,PHASE3,22.0,ACTUAL,Other,Mexico,Retina,Medical Retina,Pharmacologic,False,False,True,True
NCT01820910,Phase II Trial of First-line Doxycycline for Ocular Adnexal Marginal Zone Lymphoma Treatment,International Prospective Phase 2 Trial Addressing the Efficacy of First-line Chlamydophila Psittaci-eradicating Therapy With Protracted Administration of Doxycycline Followed by Eradication Monitoring and Antibiotic Re-treatment at Infection Re-occurrence in Patients With Newly Diagnosed Ocular Adnexal Marginal Zone Lymphoma (OAMZL),2013-03-31,2013,ACTIVE_NOT_RECRUITING,PHASE2,34.0,ACTUAL,Other,Italy,Ocular Oncology,Ocular Oncology,Pharmacologic,False,False,False,True
NCT01821508,Clinical Study on Metabolic Surgery Compared to the Best Clinical Treatment in Patients With Type 2 Diabetes Mellitus,"Prospective, Open,Randomized, Unicentre Study Comparing Roux-en-Y Gastric Bypass With the Best Clinical Treatment Regarding Improvement of Microvascular Complications of Type 2 Diabetes Mellitus in Obese Patients.",2013-04-18,2013,COMPLETED,,100.0,ACTUAL,Other,Brazil,General/Other,General/Other,Surgical/Interventional,True,False,False,True
NCT01821677,A Safety and Efficacy Study of Oral Danazol (a Previously Approved Drug) in the Treatment of Diabetic Macular Edema.,"A Randomized, Placebo-Controlled, Parallel, Double-Masked Study to Evaluate the Efficacy and Safety of Two Doses of Oral Optina™ in Adult Patients With Diabetic Macular Edema",2013-02-26,2013,COMPLETED,PHASE2,354.0,ACTUAL,Industry,United States,Retina,Medical Retina,Pharmacologic,False,False,True,True
NCT01821781,Immune Disorder HSCT Protocol,A Study of Hematopoietic Stem Cell Transplantation (HSCT) in Immune Function Disorders Using a Reduced Intensity Preparatory Regime,2013-03-31,2013,RECRUITING,PHASE2,20.0,ESTIMATED,Other,United States,General/Other,General/Other,Pharmacologic,False,False,True,False
NCT01822002,Treatment of Posterior Canal Type of Benign Paroxysmal Positional Vertigo,Randomized Controlled Trials for Treatment of Benign Paroxysmal Positional Vertigo,2013-02-28,2013,UNKNOWN,,1500.0,ESTIMATED,Other,South Korea,Neuro-Ophthalmology,Neuro-Ophthalmology,Surgical/Interventional,False,False,True,False
NCT01822561,Eplerenone for Central Serous Chorioretinopathy,Eplerenone for Central Serous Chorioretinopathy: A Pilot Study,2013-05-31,2013,COMPLETED,PHASE2,17.0,ACTUAL,Other,United States,Retina,Medical Retina,Pharmacologic,False,False,True,True
NCT01822717,Nonvisual Foot Inspection for People With Visual Impairment,Nonvisual Foot Inspection for People With Visual Impairment,2010-09-30,2013,COMPLETED,,30.0,ACTUAL,Other,United States,Comprehensive & Public Health,Comprehensive & Public Health,Behavioral/Service,False,False,True,False
NCT01822873,Study on Visual Function Impairments in Dry Age-related Macular Degeneration,Evaluation of Visual Function Impairments in Patients With Early Dry Age-related Macular Degeneration,2013-03-31,2013,COMPLETED,,128.0,ACTUAL,Other,United States,Retina,Retina (Other/Unclear),Other/Unspecified,False,False,True,True
NCT01823081,Combined Intravitreal Fasudil and Bevacizumab for Diabetic Macular Edema,,2013-01-31,2013,COMPLETED,PHASE3,74.0,ACTUAL,Other,Iran,Retina,Medical Retina,Pharmacologic,False,False,False,True
NCT01823965,Intravitreal Injections of Ranibizumab With Deferred Laser Grid Laser Photocoagulation for Treatment of Diabetic Macular Edema With Visual Impairment,,2011-10-31,2013,COMPLETED,PHASE2,35.0,ACTUAL,Other,France,Retina,Medical Retina,Pharmacologic,False,False,False,True
NCT01824043,Use of Intravitreal Ranibizumab in the Treatment of Vitreous Hemorrhage,Pilot Study Investigating the Use of Intravitreal Ranibizumab in the Treatment of Vitreous Hemorrhage in Proliferative Diabetic Retinopathy,2013-03-31,2013,UNKNOWN,PHASE4,20.0,ESTIMATED,Other,Brazil,Retina,Medical Retina,Pharmacologic,False,False,True,True
NCT01824121,"Clinical Trial to Evaluate Bone Marrow Stem Cell Therapy for PSP, a Rare Form of Parkinsonism","Autologous Mesenchymal Stem Cell Therapy in Progressive Supranuclear Palsy: a Randomized, Double-blind, Controlled Clinical Trial",2012-12-31,2013,UNKNOWN,PHASE1/PHASE2,25.0,ESTIMATED,Other,Italy,Neuro-Ophthalmology,Neuro-Ophthalmology,Pharmacologic,False,False,True,False
NCT01824225,Study of PRN and Every 2months Intravitreal Aflibercept for Age Related Macular Degeneration,Study of PRN and Every 2months Intravitreal Aflibercept After 3 Initial Monthly Injection for Age Related Macular Degeneration,2013-03-31,2013,COMPLETED,PHASE4,100.0,ACTUAL,Other,Japan,Retina,Medical Retina,Pharmacologic,False,False,True,True
NCT01824862,Reduction of Foveal Sensitivity in Eyes With Diabetic Macular Edema,"Reduction of Foveal Sensitivity in Eyes With Diabetic Macular Oedema, With and Without Centre Involvement",2013-01-31,2013,COMPLETED,,60.0,ACTUAL,Other,Mexico,Retina,Retina (Other/Unclear),Other/Unspecified,False,False,True,True
NCT01824927,Pain Expression in the Perioperative Period of Cataract Surgery,Pain Expression in the Perioperative Period of Cataract Surgery,2013-01-31,2013,UNKNOWN,,150.0,ESTIMATED,Other,China,Cataract & Lens,Cataract & Lens,Pharmacologic,False,False,True,True
NCT01826734,Analysis of 86 Dacryoliths at the University Hospital Ostrava,Lacrimal Sac Dacryoliths (86 Samples): Chemical and Mineralogic Analyses,1994-01-31,2013,COMPLETED,,86.0,ACTUAL,Other,Czechia,Oculoplastics & Orbit,Oculoplastics & Orbit,Surgical/Interventional,False,True,True,False
NCT01826812,Impairment of Reading Ability in Dry Eye Patients,Functional Impairment of Reading Ability in Dry Eye Patients and Effects of Sustained Reading on the Ocular Surface,2013-04-30,2013,COMPLETED,,200.0,ACTUAL,Other,United States,Cornea & Ocular Surface,Cornea & Ocular Surface,Other/Unspecified,False,False,True,True
NCT01827150,The Influence of Energy Drinks on the Blood Oxygenation Concentration of the Optic Nerve,The Influence of Energy Drinks on the Blood Oxygenation Concentration of the Optic Nerve,2013-06-30,2013,UNKNOWN,EARLY_PHASE1,15.0,ESTIMATED,Other,Canada,Glaucoma,Glaucoma,Pharmacologic,False,False,False,True
NCT01827722,Ozurdex Versus Ranibizumab Versus Combination for Central Retinal Vein Occlusion,Ozurdex Versus Ranibizumab Versus Combination for Central Retinal Vein,2013-05-31,2013,UNKNOWN,PHASE4,45.0,ESTIMATED,Other,United States,Uveitis & Inflammation,Uveitis & Inflammation,Pharmacologic,False,False,True,True
NCT01827735,Regulatory T Cells in Type 1 Diabetes Patients Treated With IL-2,Adaptive Study of IL-2 Dose on Regulatory T Cells in Type 1 Diabetes (DILT1D),2013-03-31,2013,COMPLETED,PHASE1/PHASE2,40.0,ACTUAL,Other,United Kingdom,General/Other,General/Other,Pharmacologic,False,False,False,True
NCT01827748,Evaluation of a Surgical Microscope Mounted Autorefractor When Used on Patients Lying in a Supine Position,Evaluation of a Surgical Microscope Mounted Autorefractor When Used on Patients Lying in a Supine Position,2013-03-31,2013,COMPLETED,,20.0,ACTUAL,Industry,United States,Refractive Surgery,Refractive Surgery,Device/Hardware,False,False,True,False
NCT01828255,Intraocular Pressure (IOP) Patterns in Fast Versus Slow Visual Field (VF) Progression Patients,"A Single Center, Case-control, Open Label Study Assessing Intraocular Pressure Patterns in Patients With Primary Open-angle Glaucoma Experiencing Fast Versus Slow Visual Field Progression",2013-03-31,2013,TERMINATED,,40.0,ACTUAL,Industry,United States,Glaucoma,Glaucoma,Device/Hardware,False,False,True,True
NCT01828684,Thin Film Spectacle Coatings to Reduce Light Sensitivity and Headaches in Patients With Migraine,Thin Film Spectacle Coatings to Reduce Light Sensitivity and Headaches in Patients With Migraine.,2013-03-31,2013,COMPLETED,,48.0,ACTUAL,Other,United States,Comprehensive & Public Health,Comprehensive & Public Health,Other/Unspecified,False,False,True,False
NCT01829191,Controlling Myopia Progression With Soft Contact Lenses (Contact Lens Control),Controlling Myopia Progression With Soft Contact Lenses,2008-04-01,2013,COMPLETED,,174.0,ACTUAL,Industry,United States,Refractive Surgery,Refractive Surgery,Device/Hardware,False,False,True,False
NCT01829230,Myopia Progression After Ceasing Myopia Control Contact Lens Wear,Myopia Progression After Ceasing Myopia Control Contact Lens Wear,2010-03-31,2013,COMPLETED,,82.0,ACTUAL,Industry,United States,Refractive Surgery,Refractive Surgery,Device/Hardware,False,False,True,False
NCT01829295,Methotrexate and Mycophenolate Mofetil for UVEITIS,First-line Antimetabolites as Steroid-sparing Treatment (FAST) Uveitis Trial,2013-08-31,2013,COMPLETED,PHASE3,216.0,ACTUAL,Other,Australia|India|Mexico|Saudi Arabia|United States,Uveitis & Inflammation,Uveitis & Inflammation,Pharmacologic,False,False,True,True
NCT01830140,A Safety Study of Bimatoprost in Patients With Glaucoma or Ocular Hypertension,,2013-07-31,2013,COMPLETED,PHASE3,466.0,ACTUAL,Industry,United States,Glaucoma,Glaucoma,Pharmacologic,False,False,True,True
NCT01830608,Risk Factors for Drusen Progression,,2015-01-31,2013,WITHDRAWN,,0.0,ACTUAL,Other,Austria,Retina,Retina (Other/Unclear),Other/Unspecified,False,False,True,True
NCT01830790,Effects of Sildenafil on Choroidal Thickness in AMD,Effects of Sildenafil on Choroidal Thickness in Age-Related Macular Degeneration,2013-03-31,2013,TERMINATED,PHASE2,10.0,ACTUAL,Other,United States,Retina,Medical Retina,Pharmacologic,False,False,True,True
NCT01831206,Collagen Cross-linking in Infectious Keratitis Trial,Collagen Cross-linking in Infectious Keratitis Trial,2013-03-31,2013,COMPLETED,PHASE2,30.0,ACTUAL,Other,Thailand,Cornea & Ocular Surface,Cornea & Ocular Surface,Surgical/Interventional,False,False,True,True
NCT01831947,Efficacy Study of Ranibizumab on Patients With Age-related Macular Degeneration.,Efficacy of Ranibizumab Treatment Every 2 Month Compared to Treatment on Demand on Patients With Choroidal Neo-vascularization (CNV) as a Consequence of Age-related Macular Degeneration (AMD),2010-04-30,2013,COMPLETED,PHASE4,40.0,ACTUAL,Other,Germany,Retina,Medical Retina,Pharmacologic,False,False,True,True
NCT01832077,Uptake of Telemedicine System Trial in Rual Canton,The Impact of Telemedicine System to the Diagnosis and Treatment of Diabetes Retinopathy in Rural Canton,2015-01-31,2013,COMPLETED,,5000.0,ACTUAL,Other,China,Retina,Retina (Other/Unclear),Device/Hardware,True,False,False,True
NCT01832311,Protein Profile of Immunoregulatory Factors in Diabetic Cataract,Protein Profile of Immunoregulatory Factors in Diabetic Cataract,2009-01-31,2013,COMPLETED,PHASE4,61.0,ACTUAL,Other,Croatia,Cataract & Lens,Cataract & Lens,Pharmacologic,False,False,True,True
NCT01832883,Amblyopia and Strabismus Detection Using a Pediatric Vision Scanner,Pediatric Vision Scanner 4 (PVS4),2010-12-31,2013,COMPLETED,,78.0,ACTUAL,Industry,United States,Neuro-Ophthalmology,Neuro-Ophthalmology,Device/Hardware,False,False,True,True
NCT01833117,Efficacy and Safety Study of FID 119515A,"A Randomized, Observer-Masked, Efficacy and Safety Study of FID 119515A in Dry Eye",2013-05-31,2013,COMPLETED,,75.0,ACTUAL,Industry,United States,Cornea & Ocular Surface,Cornea & Ocular Surface,Other/Unspecified,False,False,True,True
NCT01833325,Proton Radiation Therapy for Macular Degeneration,A Pilot Study to Assess the Safety of Proton Therapy for Subfoveal Neovascularization Associated With Age-Related Macular Degeneration,2013-05-31,2013,COMPLETED,,9.0,ACTUAL,Other,United States,Retina,Retina (Other/Unclear),Radiation,False,False,True,True
NCT01833741,A Study of LUMIGAN® RC in the Clinical Setting,,2009-12-31,2013,COMPLETED,PHASE4,1137.0,ACTUAL,Industry,Canada,Glaucoma,Glaucoma,Pharmacologic,False,False,True,True
NCT01834079,Study the Safety and Efficacy of Bone Marrow Derived Autologous Cells for the Treatment of Optic Nerve Disease,Study the Safety and Efficacy of Bone Marrow Derived Autologous Cells for the Treatment of Optic Nerve Disease. It is Self Funded (Patients' Own Funding) Clinical Trial,2014-09-30,2013,UNKNOWN,PHASE1/PHASE2,24.0,ESTIMATED,Other,India,Neuro-Ophthalmology,Neuro-Ophthalmology,Pharmacologic,False,False,True,False
NCT01834196,Swept-Source Optical Coherence Tomography for Noninvasive Retinal Vascular Imaging,Swept-Source Optical Coherence Tomography for Noninvasive Retinal Vascular Imaging,2012-08-31,2013,TERMINATED,,13.0,ACTUAL,Other,United States,Retina,Retina (Other/Unclear),Device/Hardware,False,False,False,True
NCT01835002,Transcorneal Electrical Stimulation - Multicenter Safety Study,Transcorneal Electrical Stimulation for the Treatment of Retinitis Pigmentosa - a Multicenter Safety Study of the Okustim ® System,2012-09-30,2013,COMPLETED,,105.0,ACTUAL,Industry,Denmark|Germany|Norway|United Kingdom,Retina,Retina (Other/Unclear),Device/Hardware,False,False,True,True
NCT01835015,Pharmacokinetics of CLG561 in Patients With Advanced Age-Related Macular Degeneration,"A Multi-Center, Open-Label, Single Ascending Dose Study To Assess the Safety, Tolerability, and Serum Pharmacokinetics of Intravitreal CLG561 in Subjects With Advanced Age-Related Macular Degeneration",2013-05-31,2013,COMPLETED,PHASE1,50.0,ACTUAL,Industry,United States,Uveitis & Inflammation,Uveitis & Inflammation,Pharmacologic,False,False,True,True
NCT01835067,Intravitreal tPA and C3F8 for the Treatment of Submacular Haemorrhage as a Complication of Neovascular AMD,"Intravitreal Tissue Plasminogen Activator And Perfluoropropane for Neovascular Age-related Macular Degeneration With Associated Submacular Haemorrhage: a Multi-centre, Randomized, Double-masked, Sham-controlled, Factorial, Feasibility Study",2014-09-30,2013,COMPLETED,PHASE2/PHASE3,55.0,ACTUAL,Other,United Kingdom,Retina,Medical Retina,Pharmacologic,False,False,True,True
NCT01835132,Gevokizumab for Active Scleritis,Gevokizumab Treatment for Active Scleritis By IL-1 Inhibition (GATSBY),2013-03-31,2013,COMPLETED,PHASE1/PHASE2,8.0,ACTUAL,NIH,United States,Uveitis & Inflammation,Uveitis & Inflammation,Surgical/Interventional,False,True,True,False
NCT01835145,Cabozantinib-S-Malate Compared With Temozolomide or Dacarbazine in Treating Patients With Metastatic Melanoma of the Eye That Cannot Be Removed by Surgery,Randomized Phase II Study Comparing the MET Inhibitor Cabozantinib to Temozolomide/Dacarbazine in Ocular Melanoma,2013-07-31,2013,COMPLETED,PHASE2,47.0,ACTUAL,NIH,Canada|United States,Ocular Oncology,Ocular Oncology,Pharmacologic,False,False,True,True
NCT01836042,Post-approval Study of The Glaukos® iStent® Trabecular Micro-bypass Stent: Extended Follow-up of the Premarket Cohort,Post-approval Study of The Glaukos® iStent® Trabecular Micro-bypass Stent System In Conjunction With Cataract Surgery: Extended Follow-up of the Premarket Cohort,2013-07-31,2013,COMPLETED,,108.0,ACTUAL,Industry,United States,Glaucoma,Glaucoma,Other/Unspecified,False,False,True,True
NCT01837056,Prevalence of Toxoplasma Gondii and Toxocara Canis Among Patients With Uveitis,Prevalence of Toxoplasma Gondii and Toxocara Canis Among Patients With Uveitis,2011-01-31,2013,COMPLETED,,98.0,ACTUAL,Other,Missing/Not Listed,Uveitis & Inflammation,Uveitis & Inflammation,Other/Unspecified,False,False,True,True
NCT01837121,a Trial of Using SMS Reminder Among Diabetic Retinopathy Patients in Rural China,a Randomized Controlled Trail to Determine the Impact of a SMS Reminder Among Diabetic Retinopathy Patients in Rural China,2015-01-31,2013,COMPLETED,,237.0,ACTUAL,Other,China,Retina,Retina (Other/Unclear),Other/Unspecified,False,False,True,True
NCT01837862,A Phase I Study of Mebendazole for the Treatment of Pediatric Gliomas,A Phase I Study of Mebendazole for the Treatment of Pediatric Gliomas,2013-10-22,2013,COMPLETED,PHASE1/PHASE2,36.0,ESTIMATED,Other,United States,Neuro-Ophthalmology,Neuro-Ophthalmology,Pharmacologic,False,False,True,False
NCT01837901,Transcorneal Electrostimulation for Therapy of Retinitis Pigmentosa,"Transkorneale Elektrostimulation Zur Therapie Bei Retinitis Pigmentosa - Eine Prospektive, Randomisierte, Einfach Blinde Folgestudie",2011-07-31,2013,COMPLETED,,88.0,ACTUAL,Industry,Germany,Retina,Retina (Other/Unclear),Device/Hardware,False,False,True,True
NCT01838174,A Trial of Neuroprotection With ACTH in Acute Optic Neuritis,A Phase IV Trial of Neuroprotection With ACTH in Acute Optic Neuritis,2013-05-31,2013,TERMINATED,PHASE4,37.0,ACTUAL,Other,United States,Neuro-Ophthalmology,Neuro-Ophthalmology,Pharmacologic,False,False,True,True
NCT01838252,Hyaluronic Acid Gels for Lower Lid Retraction,,2013-02-28,2013,WITHDRAWN,PHASE4,0.0,ACTUAL,Other,United States,Cornea & Ocular Surface,Cornea & Ocular Surface,Surgical/Interventional,False,False,True,True
NCT01838655,Nitisinone for Type 1B Oculocutaneous Albinism,"A Pilot Study of Nitisinone in the Treatment of Oculocutaneous Albinism, Type 1B",2013-04-16,2013,COMPLETED,PHASE1/PHASE2,5.0,ACTUAL,NIH,United States,Comprehensive & Public Health,Comprehensive & Public Health,Pharmacologic,False,False,True,True
NCT01839318,Subjective Comparison of Pre-Lens Tear Film Stability With Daily Disposable Contact Lenses,Subjective Comparison of Pre-Lens Tear Film Stability With Daily Disposable Contact Lenses Using Ring Mire Projection,2013-04-30,2013,COMPLETED,,30.0,ACTUAL,Industry,United States,Refractive Surgery,Refractive Surgery,Device/Hardware,False,False,True,False
NCT01839409,Biological Rhythms and Vestibular System,Biological Rhythms and Vestibular System,2013-04-30,2013,UNKNOWN,,96.0,ESTIMATED,Other,France,General/Other,General/Other,Behavioral/Service,False,False,False,True
NCT01839916,Donor T Cells After Donor Stem Cell Transplant in Treating Patients With Hematologic Malignancies,Pilot Study of Prophylactic Dose-Escalation Donor Lymphocyte Infusion After T Cell Depleted Allogeneic Stem Cell Transplant in High Risk Patients With Hematologic Malignancies,2013-04-04,2013,COMPLETED,PHASE2,77.0,ACTUAL,Other,United States,Ocular Oncology,Ocular Oncology,Pharmacologic,False,False,False,True
NCT01840202,Ocular Blood Flow in Glaucoma Patients - the Leuven Eye Study,Correlation Between Submacular and Peripapillary Choroidal Tissue and Ocular Blood Flow in Glaucoma Patients,2013-02-28,2013,COMPLETED,,770.0,ACTUAL,Other,Belgium,Glaucoma,Glaucoma,Other/Unspecified,False,False,True,True
NCT01840215,Study on the Impact of Ocular Anesthetic Procedures in Ocular Blood Flow,"Impact of Topical, Retrobulbar and General Anesthesia in Ocular Blood Flow",2013-02-28,2013,COMPLETED,,240.0,ACTUAL,Other,Belgium,Glaucoma,Glaucoma,Surgical/Interventional,False,True,True,True
NCT01840410,Assess the Efficacy/Safety of Intravitreal Ranibizumab in Patients With Vision Loss Due to Choroidal Neovascularization.,"A 12-month, Randomized, Double-masked, Sham-controlled, Multicenter Study to Evaluate the Efficacy and Safety of 0.5mg Ranibizumab Intravitreal Injections in Patients With Visual Impairment Due to Vascular Endothelial Growth Factor (VEGF) Driven Choroidal Neovascularization.",2013-09-30,2013,COMPLETED,PHASE3,183.0,ACTUAL,Industry,Australia|Belgium|Brazil|Canada|Czechia|Denmark|France|Germany|Greece|Hong Kong|Hungary|India|Italy|Latvia|Lithuania|Peru|Poland|Portugal|Russia|Singapore|Slovakia|South Africa|South Korea|Spain|Switzerland|Turkey (Türkiye),Uveitis & Inflammation,Uveitis & Inflammation,Pharmacologic,False,False,True,True
NCT01840683,HELP Therapy for Dry AMD,"An Open-label, Single Center Study to Evaluate the Efficacy and Safety of Heparin-induced Extracorporeal Lipoprotein Precipitation (H.E.L.P.) Therapy as a Treatment for Non-exudative (Dry) Age-related Macular Degeneration (AMD)",2013-05-31,2013,COMPLETED,,22.0,ACTUAL,Industry,Canada,Retina,Retina (Other/Unclear),Device/Hardware,False,False,True,True
NCT01840787,A Pilot Study on the Use of a Sensory Panel to Assess Comfort Between Three Different Contact Lenses,A Pilot Study on the Use of a Sensory Panel to Assess Comfort Between Three Different Contact Lenses,2013-04-30,2013,COMPLETED,,63.0,ACTUAL,Other,Canada,Cornea & Ocular Surface,Cornea & Ocular Surface,Device/Hardware,False,False,True,False
NCT01841437,Glaukos® iStent® Trabecular Micro-Bypass Stent System In Conjunction With Cataract Surgery Postmarket Registry,Glaukos® iStent® Trabecular Micro-Bypass Stent System In Conjunction With Cataract Surgery Postmarket Registry,2013-09-30,2013,COMPLETED,,191.0,ACTUAL,Industry,United States,Glaucoma,Glaucoma,Device/Hardware,False,False,True,True
NCT01841450,Multicenter Post-Approval Study Of The Glaukos® iStent® Trabecular Micro-Bypass Stent System In Conjunction With Cataract Surgery,"A Prospective, Controlled, Multicenter Post-Approval Study Of The Glaukos® iStent® Trabecular Micro-Bypass Stent System In Conjunction With Cataract Surgery",2013-07-31,2013,UNKNOWN,,360.0,ESTIMATED,Industry,United States,Glaucoma,Glaucoma,Surgical/Interventional,False,False,True,True
NCT01841580,Proteomic Profiles in Trabeculectomy Patients,Long-term Observation of Tear Proteomic Profiles and Ocular Surface in Trabeculectomy Patients Before and After Surgery,2013-11-30,2013,COMPLETED,,36.0,ACTUAL,Other,Singapore,Glaucoma,Glaucoma,Surgical/Interventional,False,True,True,True
NCT01841957,Immediate Simultaneous Bilateral Cataract Surgery,"Immediate Simultaneous Bilateral Cataract Surgery: A Prospective, Case-controlled Clinical Trial in the United States",2013-04-30,2013,COMPLETED,,100.0,ACTUAL,Other,United States,Cataract & Lens,Cataract & Lens,Surgical/Interventional,False,False,True,True
NCT01843101,Investigation of Different Scanning Protocols for 3 Dimensional High-resolution Imaging of the Human Cornea With Optical Coherence Tomography (OCT) - A Pilot Study,Investigation of Different Scanning Protocols for 3 Dimensional High-resolution Imaging of the Human Cornea With Optical Coherence Tomography (OCT) - A Pilot Study,2014-03-14,2013,COMPLETED,PHASE2,13.0,ACTUAL,Other,Austria,Cornea & Ocular Surface,Cornea & Ocular Surface,Surgical/Interventional,False,True,True,True
NCT01843114,Measurement of Total Retinal Blood Flow in Patients With Diabetes and Healthy Subjects,Measurement of Total Retinal Blood Flow in Patients With Diabetes and Healthy Subjects,2015-01-12,2013,COMPLETED,,48.0,ACTUAL,Other,Austria,Retina,Retina (Other/Unclear),Device/Hardware,False,False,False,True
NCT01843582,A Study to Determine the Location of the Blind Spot and the Macula-disc Centre Distance on a Fundus Photograph,A Study to Develop Both a Novel Method for Evaluating the True Size of a Retinal Object on Fundus Photographs and a New Reaction-time Based Method for Studying the Visual Field on Healthy Volunteers,2013-05-31,2013,COMPLETED,,17.0,ACTUAL,Other,Finland,Retina,Retina (Other/Unclear),Other/Unspecified,False,False,False,True
NCT01843894,"A Phase 1/2, RU-101 Ophthalmic Solution in Patients With Severe Dry Eye","A Phase 1/2, First-in-Human, Double-Masked, Placebo-Controlled, Dose-Escalation Study Evaluating the Safety, Tolerability, and Efficacy of RU-101 Ophthalmic Solution in Patients With Severe Dry Eye",2013-04-30,2013,COMPLETED,PHASE1/PHASE2,104.0,ACTUAL,Industry,United States,Cornea & Ocular Surface,Cornea & Ocular Surface,Pharmacologic,False,False,True,True
NCT01843920,The Effect of Glaucoma Drops on of the Duration of a Pure Intraocular Gas Bubble,"A Prospective, Randomized Study Comparing the Effects of Topical Aqueous Suppressants on Intraocular Gas Duration Following Scleral Buckling and Pneumatic Retinopexy.",2011-06-30,2013,COMPLETED,,21.0,ACTUAL,Other,United States,Glaucoma,Glaucoma,Pharmacologic,False,False,False,True
NCT01844258,Modified Surgical Techniques for Pediatric Cataract Treatment,Modified Surgical Techniques for Pediatric Cataract Treatment,2013-03-31,2013,COMPLETED,,37.0,ACTUAL,Other,China,Cataract & Lens,Cataract & Lens,Surgical/Interventional,False,False,True,True
NCT01845038,Multi-Arm Feasibility Study Evaluating OTX-TP Compared to Timolol in Treatment of Subjects With Open Angle Glaucoma,"A Prospective, Multicenter, Randomized, Double-Masked, Multi-Arm Feasibility Study Evaluating the Safety and Efficacy of OTX-TP Compared to Timolol Drops in the Treatment of Subjects With Open Angle Glaucoma or Ocular Hypertension",2013-04-30,2013,COMPLETED,PHASE1,41.0,ACTUAL,Industry,South Africa,Glaucoma,Glaucoma,Pharmacologic,False,False,True,True
NCT01845571,Retinal Detachment - Demographic and Clinical Survey,Long-term Anatomic and Funcional Succes After Surgery in Eyes With Retinal Detachment,2011-10-31,2013,UNKNOWN,,400.0,ESTIMATED,Other,Austria,Retina,Surgical Retina,Surgical/Interventional,False,True,False,True
NCT01845584,Phase II Clinical Trial of NPB-01 in Patients With Anti-aquaporin 4 Antibody Positive Neuromyelitis Optica Spectrum Disorder Not Provided Adequate Effect of Therapy to Steroids Plus Therapy.,NPB-01(Intravenous Immunoglobulin) Therapy for Patients With Anti-aquaporin 4 Antibody Positive Neuromyelitis Optica Spectrum Disorder Not Provided Adequate Effect of Therapy to Steroids Plus Therapy.,2013-05-31,2013,COMPLETED,PHASE2,7.0,ACTUAL,Industry,Japan,Neuro-Ophthalmology,Neuro-Ophthalmology,Pharmacologic,False,False,True,False
NCT01845714,"Impact of Keratoconus, Cross-linking and Cross-linking Combined With Topo-guided Photorefractive Keratectomy on Self-reported Quality of Life. A Three-year Update.","Impact of Keratoconus, Cross-linking and Cross-linking Combined With Topo-guided Photorefractive Keratectomy on Self-reported Quality of Life. A Three-year Update.",2009-04-30,2013,COMPLETED,,28.0,ACTUAL,Other,Missing/Not Listed,Cornea & Ocular Surface,Cornea & Ocular Surface,Surgical/Interventional,False,False,True,True
NCT01845844,Ranibizumab For Persistent Diabetic Macular Edema After Bevacizumab,Ranibizumab For Persistent Diabetic Macular Edema After Bevacizumab (ROTATE Trial),2013-04-30,2013,UNKNOWN,PHASE1/PHASE2,30.0,ESTIMATED,Other,United States,Retina,Medical Retina,Pharmacologic,False,False,False,True
NCT01846052,Clinical and Genetic Characterization of Individuals With Achromatopsia,Clinical and Genetic Characterization of Individuals With Achromatopsia,2013-06-30,2013,COMPLETED,,56.0,ACTUAL,Industry,United States,Comprehensive & Public Health,Comprehensive & Public Health,Other/Unspecified,False,False,True,False
NCT01846078,Accuracy of Holladay 2 Formula in the Absence of Lens Thickness,Accuracy of Holladay 2 Formula Using IOLMaster Parameters in the Absence of Lens Thickness,2012-06-30,2013,COMPLETED,,143.0,ACTUAL,Other,Thailand,Cataract & Lens,Cataract & Lens,Device/Hardware,False,False,True,True
NCT01846273,Visual Outcome in Patients With Symptomatic Macular Polypoidal Choroidal Vasculopathy (PCV) Treated With Either Ranibizumab as Monotherapy or Combined With Verteporfin Photodynamic Therapy (vPDT),"A 24-month, Phase IV, Randomized, Double Masked, Multi-center Study of Ranibizumab Monotherapy or Ranibizumab in Combination With Verteporfin Photodynamic Therapy on Visual Outcome in Patients With Symptomatic Macular Polypoidal Choroidal Vasculopathy",2013-08-07,2013,COMPLETED,PHASE4,321.0,ACTUAL,Industry,Hong Kong|Japan|Malaysia|Singapore|South Korea|Taiwan|Thailand,Uveitis & Inflammation,Uveitis & Inflammation,Pharmacologic,False,False,True,True
